,age,gender,is_hereditary,is_smoker,stress,bald_prob
2420,47.0,0,0.0,1.0,2.0,high
2421,46.0,1,0.0,1.0,4.0,high
2422,41.0,0,0.0,0.0,9.0,medium
2423,32.0,1,0.0,1.0,7.0,high
2424,27.0,1,0.0,1.0,5.0,medium
2425,42.0,0,1.0,1.0,2.0,high
2426,29.0,1,1.0,0.0,3.0,medium
2427,44.0,0,0.0,0.0,3.0,medium
2428,48.0,1,0.0,0.0,3.0,medium
2429,52.0,0,0.0,1.0,6.0,high
2430,47.0,1,1.0,0.0,4.0,low
2432,34.0,1,0.0,1.0,5.0,high
2433,43.0,1,0.0,0.0,1.0,high
2434,38.0,1,0.0,1.0,6.0,medium
2435,45.0,1,0.0,1.0,5.0,medium
2437,19.0,0,0.0,1.0,3.0,high
2438,23.0,1,1.0,1.0,1.0,high
2439,40.0,1,0.0,1.0,6.0,medium
2440,42.0,0,0.0,1.0,1.0,medium
2441,56.0,1,1.0,1.0,6.0,high
2443,34.0,1,0.0,1.0,9.0,high
2444,41.0,0,1.0,1.0,8.0,high
2446,51.0,1,1.0,1.0,2.0,high
2447,31.0,1,0.0,0.0,2.0,medium
2448,57.0,1,0.0,0.0,2.0,high
2449,42.0,1,0.0,1.0,3.0,medium
2450,21.0,1,1.0,1.0,2.0,high
2451,25.0,1,0.0,0.0,1.0,medium
2452,32.0,0,0.0,1.0,5.0,medium
2453,54.0,1,0.0,1.0,10.0,high
2455,42.0,1,0.0,0.0,1.0,medium
2456,20.0,1,0.0,1.0,4.0,high
2459,37.0,0,0.0,0.0,4.0,low
2460,40.0,0,0.0,0.0,8.0,low
2461,41.0,1,0.0,0.0,4.0,medium
2463,27.0,1,0.0,1.0,8.0,high
2465,42.0,1,0.0,0.0,10.0,high
2466,51.0,0,0.0,0.0,7.0,high
2467,40.0,0,1.0,1.0,5.0,high
2468,37.0,1,0.0,0.0,7.0,high
2470,42.0,1,0.0,1.0,4.0,high
2471,43.0,0,0.0,1.0,8.0,medium
2472,46.0,0,0.0,1.0,5.0,medium
2473,36.0,1,0.0,0.0,2.0,medium
2474,48.0,1,0.0,1.0,3.0,high
2475,35.0,1,0.0,0.0,3.0,medium
2478,40.0,1,1.0,1.0,5.0,high
2479,26.0,1,0.0,1.0,1.0,medium
2480,50.0,1,1.0,1.0,7.0,high
2481,49.0,1,0.0,1.0,1.0,high
2482,28.0,1,0.0,1.0,4.0,medium
2483,38.0,1,0.0,0.0,9.0,medium
2485,47.0,0,1.0,0.0,1.0,medium
2486,34.0,1,0.0,1.0,1.0,high
2489,38.0,1,0.0,0.0,10.0,medium
2490,40.0,1,0.0,0.0,1.0,low
2491,55.0,1,0.0,1.0,2.0,high
2492,46.0,1,0.0,1.0,5.0,high
2493,38.0,0,0.0,0.0,2.0,medium
2494,35.0,1,0.0,0.0,7.0,medium
2495,44.0,1,0.0,0.0,6.0,high
2496,63.0,1,0.0,0.0,1.0,high
2497,25.0,1,1.0,0.0,7.0,high
2498,37.0,1,0.0,1.0,10.0,high
2499,41.0,1,0.0,1.0,9.0,high
2500,35.0,1,0.0,0.0,9.0,medium
2502,37.0,1,0.0,0.0,2.0,medium
2503,29.0,1,0.0,1.0,4.0,medium
2504,27.0,1,1.0,0.0,8.0,medium
2505,33.0,0,1.0,1.0,7.0,high
2506,47.0,1,0.0,1.0,10.0,high
2507,50.0,1,0.0,1.0,10.0,high
2508,35.0,0,0.0,0.0,5.0,medium
2511,38.0,0,0.0,1.0,10.0,medium
2513,27.0,0,0.0,1.0,9.0,high
2514,36.0,1,0.0,1.0,1.0,medium
2515,29.0,0,0.0,1.0,6.0,medium
2516,42.0,0,0.0,0.0,5.0,medium
2517,35.0,1,0.0,1.0,2.0,medium
2518,36.0,1,0.0,0.0,7.0,medium
2519,37.0,1,0.0,1.0,5.0,medium
2522,50.0,0,0.0,1.0,5.0,medium
2523,52.0,0,0.0,0.0,2.0,medium
2525,35.0,1,1.0,0.0,2.0,high
2526,42.0,1,0.0,0.0,3.0,medium
2527,45.0,1,0.0,0.0,9.0,high
2528,35.0,1,0.0,1.0,5.0,medium
2529,38.0,1,1.0,0.0,8.0,high
2530,47.0,1,0.0,0.0,5.0,medium
2532,24.0,1,0.0,0.0,8.0,medium
2534,49.0,1,0.0,0.0,5.0,high
2535,57.0,0,1.0,0.0,8.0,high
2536,38.0,1,0.0,0.0,5.0,medium
2537,37.0,1,0.0,1.0,7.0,medium
2538,45.0,1,0.0,1.0,3.0,medium
2539,33.0,1,0.0,1.0,4.0,medium
2540,37.0,1,0.0,1.0,7.0,high
2541,48.0,1,0.0,1.0,4.0,high
2543,37.0,1,0.0,0.0,3.0,medium
2544,43.0,0,1.0,0.0,8.0,high
2546,51.0,0,0.0,0.0,7.0,high
2547,31.0,0,0.0,0.0,5.0,medium
2549,51.0,1,0.0,1.0,3.0,high
2550,20.0,1,0.0,1.0,4.0,medium
2551,29.0,1,0.0,0.0,6.0,medium
2552,51.0,1,0.0,0.0,7.0,high
2553,36.0,1,1.0,0.0,8.0,high
2554,28.0,1,0.0,1.0,3.0,medium
2556,37.0,1,0.0,1.0,5.0,medium
2557,39.0,1,0.0,1.0,9.0,high
2558,50.0,1,0.0,1.0,3.0,high
2559,47.0,1,0.0,1.0,9.0,high
2561,40.0,1,0.0,0.0,6.0,medium
2565,27.0,1,0.0,1.0,8.0,medium
2566,46.0,1,0.0,0.0,7.0,high
2567,56.0,1,0.0,1.0,2.0,high
2568,25.0,0,1.0,0.0,9.0,high
2569,40.0,0,0.0,1.0,9.0,medium
2571,32.0,1,0.0,0.0,2.0,medium
2572,23.0,0,1.0,0.0,8.0,high
2573,51.0,1,0.0,0.0,10.0,high
2574,22.0,0,1.0,0.0,1.0,medium
2576,45.0,1,0.0,0.0,5.0,medium
2577,61.0,1,0.0,1.0,5.0,high
2578,39.0,1,0.0,1.0,8.0,medium
2579,33.0,1,0.0,1.0,10.0,medium
2580,63.0,0,0.0,0.0,1.0,medium
2581,42.0,1,0.0,1.0,9.0,high
2583,48.0,1,0.0,0.0,9.0,high
2586,52.0,1,0.0,0.0,7.0,high
2588,37.0,1,0.0,0.0,10.0,medium
2589,33.0,0,0.0,1.0,10.0,medium
2590,45.0,0,0.0,1.0,1.0,medium
2591,42.0,1,0.0,0.0,10.0,high
2593,42.0,1,0.0,0.0,9.0,high
2594,53.0,1,1.0,0.0,2.0,high
2595,41.0,1,0.0,1.0,2.0,medium
2596,13.0,1,0.0,1.0,4.0,medium
2597,58.0,1,0.0,0.0,2.0,high
2598,40.0,1,1.0,0.0,5.0,high
2599,44.0,1,0.0,1.0,5.0,medium
2600,29.0,0,0.0,1.0,3.0,medium
2601,33.0,1,1.0,0.0,9.0,high
2602,48.0,1,0.0,1.0,6.0,high
2603,48.0,1,0.0,0.0,5.0,high
2604,48.0,1,0.0,1.0,1.0,medium
2606,39.0,1,0.0,0.0,1.0,medium
2609,29.0,1,0.0,1.0,9.0,high
2610,37.0,0,1.0,0.0,1.0,medium
2611,45.0,1,0.0,0.0,1.0,medium
2612,42.0,0,0.0,1.0,7.0,medium
2613,55.0,1,0.0,1.0,10.0,high
2614,51.0,1,0.0,1.0,2.0,high
2615,42.0,1,0.0,1.0,10.0,high
2616,28.0,0,0.0,1.0,3.0,medium
2618,61.0,1,0.0,1.0,7.0,high
2621,37.0,1,0.0,0.0,3.0,medium
2622,28.0,1,1.0,1.0,6.0,high
2623,53.0,0,0.0,1.0,2.0,high
2624,27.0,1,0.0,1.0,3.0,medium
2625,50.0,1,0.0,0.0,8.0,high
2627,23.0,1,0.0,0.0,9.0,medium
2628,54.0,1,0.0,1.0,4.0,high
2629,42.0,1,1.0,0.0,8.0,high
2630,48.0,1,0.0,1.0,2.0,medium
2632,50.0,0,1.0,0.0,3.0,medium
2633,37.0,1,0.0,0.0,8.0,medium
2635,37.0,1,0.0,0.0,1.0,medium
2637,52.0,1,0.0,0.0,7.0,high
2639,49.0,1,1.0,1.0,1.0,high
2641,48.0,0,0.0,1.0,6.0,medium
2642,36.0,0,0.0,0.0,4.0,medium
2644,47.0,1,0.0,0.0,9.0,medium
2647,27.0,0,0.0,0.0,6.0,medium
2648,41.0,1,1.0,1.0,8.0,high
2649,54.0,0,0.0,1.0,8.0,high
2650,45.0,1,1.0,1.0,6.0,high
2651,35.0,0,0.0,1.0,4.0,medium
2652,43.0,0,1.0,1.0,3.0,high
2653,32.0,0,0.0,1.0,2.0,medium
2655,27.0,1,0.0,0.0,9.0,medium
2656,27.0,1,0.0,1.0,2.0,high
2657,31.0,0,1.0,1.0,5.0,high
2658,36.0,1,1.0,1.0,2.0,high
2661,40.0,1,1.0,1.0,1.0,high
2662,54.0,1,0.0,1.0,4.0,high
2664,33.0,0,0.0,1.0,5.0,medium
2665,38.0,0,1.0,1.0,4.0,high
2666,25.0,0,0.0,0.0,7.0,medium
2667,36.0,1,0.0,0.0,1.0,medium
2668,42.0,1,0.0,0.0,10.0,high
2670,50.0,1,0.0,1.0,9.0,high
2671,36.0,1,0.0,0.0,10.0,medium
2674,24.0,1,0.0,0.0,9.0,medium
2678,38.0,0,0.0,1.0,3.0,medium
2679,43.0,1,0.0,1.0,2.0,medium
2680,36.0,1,0.0,0.0,2.0,medium
2681,36.0,0,0.0,0.0,4.0,high
2683,30.0,1,0.0,0.0,10.0,medium
2684,24.0,1,0.0,1.0,9.0,medium
2685,32.0,1,1.0,1.0,5.0,high
2686,27.0,1,0.0,0.0,2.0,medium
2687,43.0,1,0.0,0.0,9.0,medium
2688,37.0,0,0.0,0.0,1.0,medium
2689,41.0,1,0.0,1.0,7.0,high
2690,28.0,0,1.0,1.0,4.0,medium
2691,38.0,1,0.0,0.0,9.0,medium
2692,56.0,1,0.0,0.0,8.0,high
2695,47.0,0,0.0,0.0,3.0,medium
2697,40.0,1,0.0,0.0,4.0,medium
2698,44.0,1,0.0,1.0,8.0,high
2699,31.0,1,0.0,1.0,8.0,high
2700,37.0,0,0.0,0.0,6.0,medium
2701,23.0,1,0.0,1.0,4.0,medium
2703,48.0,1,1.0,0.0,3.0,high
2704,40.0,1,0.0,0.0,9.0,high
2706,47.0,1,0.0,1.0,9.0,high
2707,36.0,1,1.0,1.0,7.0,high
2710,35.0,1,1.0,0.0,3.0,high
2711,47.0,0,0.0,0.0,7.0,high
2712,51.0,0,1.0,1.0,1.0,high
2713,37.0,1,0.0,0.0,4.0,medium
2715,30.0,1,0.0,1.0,7.0,high
2716,32.0,1,0.0,1.0,10.0,high
2717,31.0,1,0.0,1.0,7.0,medium
2718,47.0,1,0.0,1.0,3.0,medium
2720,34.0,1,0.0,1.0,8.0,high
2721,48.0,1,0.0,1.0,8.0,high
2722,29.0,0,0.0,1.0,6.0,medium
2723,36.0,1,0.0,0.0,5.0,medium
2724,49.0,1,0.0,0.0,5.0,medium
2725,36.0,0,0.0,1.0,7.0,medium
2726,45.0,0,0.0,0.0,7.0,medium
2730,34.0,0,0.0,1.0,9.0,medium
2731,53.0,1,0.0,0.0,5.0,medium
2732,34.0,1,0.0,0.0,5.0,medium
2733,31.0,1,0.0,1.0,7.0,medium
2736,48.0,0,1.0,0.0,6.0,high
2737,30.0,0,0.0,0.0,2.0,medium
2738,38.0,0,0.0,1.0,4.0,medium
2739,49.0,1,0.0,0.0,9.0,high
2740,30.0,1,0.0,0.0,8.0,medium
2741,21.0,1,0.0,1.0,3.0,medium
2742,33.0,1,0.0,0.0,9.0,high
2743,30.0,1,0.0,0.0,6.0,medium
2744,47.0,0,0.0,1.0,8.0,high
2746,23.0,1,1.0,1.0,8.0,high
2747,56.0,1,0.0,1.0,5.0,high
2752,34.0,0,0.0,1.0,8.0,medium
2753,30.0,0,0.0,0.0,2.0,medium
2754,43.0,1,0.0,0.0,7.0,medium
2755,31.0,1,0.0,0.0,3.0,medium
2756,26.0,1,0.0,1.0,2.0,medium
2759,25.0,0,1.0,1.0,6.0,high
2760,34.0,1,0.0,1.0,9.0,medium
2761,42.0,0,0.0,0.0,8.0,medium
2762,52.0,1,1.0,0.0,3.0,high
2763,38.0,1,0.0,0.0,2.0,medium
2764,35.0,1,0.0,1.0,8.0,high
2768,30.0,1,0.0,0.0,3.0,high
2769,41.0,0,0.0,0.0,3.0,high
2772,54.0,1,0.0,1.0,6.0,high
2773,49.0,1,0.0,1.0,5.0,high
2775,35.0,1,0.0,1.0,2.0,medium
2776,35.0,1,0.0,0.0,5.0,medium
2779,65.0,1,0.0,1.0,1.0,high
2780,30.0,1,0.0,0.0,9.0,medium
2784,40.0,0,0.0,0.0,8.0,medium
2786,49.0,1,0.0,1.0,1.0,high
2788,45.0,0,0.0,0.0,2.0,medium
2790,33.0,1,1.0,1.0,7.0,high
2791,30.0,1,0.0,1.0,2.0,high
2792,53.0,1,0.0,1.0,5.0,high
2793,42.0,1,0.0,0.0,10.0,high
2794,56.0,1,0.0,1.0,7.0,high
2797,52.0,1,1.0,1.0,4.0,high
2800,31.0,0,0.0,1.0,7.0,medium
2801,38.0,1,0.0,0.0,9.0,medium
2802,37.0,1,0.0,1.0,3.0,medium
2803,8.0,1,0.0,1.0,5.0,medium
2807,53.0,0,0.0,1.0,3.0,high
2808,38.0,0,0.0,0.0,2.0,low
2810,53.0,1,0.0,1.0,6.0,high
2811,51.0,1,0.0,1.0,6.0,high
2812,53.0,0,0.0,0.0,8.0,medium
2813,41.0,1,0.0,0.0,6.0,medium
2814,41.0,0,1.0,1.0,3.0,high
2815,61.0,1,0.0,0.0,6.0,high
2816,35.0,0,0.0,1.0,5.0,medium
2817,41.0,1,0.0,0.0,9.0,high
2818,54.0,1,0.0,0.0,10.0,high
2819,38.0,0,0.0,1.0,5.0,medium
2820,36.0,0,0.0,0.0,7.0,medium
2821,48.0,0,0.0,0.0,9.0,medium
2822,39.0,1,1.0,0.0,3.0,medium
2823,43.0,1,0.0,0.0,4.0,medium
2824,39.0,0,0.0,1.0,3.0,medium
2826,42.0,1,0.0,0.0,4.0,medium
2827,48.0,1,0.0,0.0,2.0,medium
2828,27.0,1,0.0,1.0,6.0,high
2829,32.0,0,1.0,0.0,5.0,medium
2832,30.0,0,0.0,0.0,9.0,medium
2833,41.0,1,0.0,1.0,7.0,high
2836,69.0,0,0.0,1.0,5.0,high
2837,44.0,1,0.0,0.0,3.0,medium
2838,41.0,1,0.0,1.0,10.0,high
2839,57.0,1,0.0,1.0,10.0,high
2840,23.0,1,0.0,0.0,6.0,medium
2841,43.0,1,0.0,0.0,1.0,medium
2842,49.0,0,0.0,0.0,5.0,medium
2843,34.0,1,1.0,0.0,1.0,high
2846,40.0,1,0.0,1.0,5.0,medium
2848,63.0,0,0.0,0.0,1.0,medium
2849,37.0,1,1.0,1.0,8.0,low
2850,38.0,0,1.0,0.0,7.0,high
2852,37.0,1,0.0,0.0,9.0,high
2853,31.0,0,0.0,0.0,10.0,medium
2854,51.0,1,1.0,0.0,1.0,high
2856,52.0,1,0.0,1.0,2.0,high
2857,34.0,0,0.0,0.0,1.0,low
2858,42.0,1,1.0,0.0,2.0,medium
2859,45.0,1,0.0,0.0,4.0,high
2860,47.0,1,0.0,1.0,10.0,high
2861,38.0,0,1.0,1.0,1.0,medium
2862,44.0,1,0.0,0.0,3.0,medium
2864,50.0,1,1.0,0.0,3.0,high
2865,22.0,1,0.0,0.0,1.0,medium
2866,47.0,1,1.0,1.0,7.0,high
2867,33.0,0,0.0,1.0,6.0,medium
2869,43.0,1,0.0,0.0,4.0,high
2871,32.0,1,0.0,0.0,1.0,medium
2873,46.0,0,0.0,0.0,7.0,high
2874,34.0,0,0.0,1.0,4.0,medium
2875,37.0,0,0.0,1.0,4.0,medium
2876,47.0,1,0.0,0.0,2.0,high
2877,53.0,1,0.0,1.0,9.0,high
2878,34.0,0,0.0,0.0,1.0,low
2879,44.0,0,0.0,0.0,1.0,medium
2880,41.0,1,0.0,0.0,1.0,medium
2881,56.0,0,0.0,0.0,2.0,high
2882,40.0,1,0.0,1.0,6.0,medium
2883,46.0,1,0.0,1.0,4.0,high
2884,44.0,1,0.0,0.0,5.0,high
2885,41.0,1,1.0,0.0,10.0,high
2886,32.0,1,0.0,0.0,4.0,medium
2887,49.0,0,0.0,0.0,4.0,medium
2888,38.0,1,0.0,0.0,9.0,medium
2889,54.0,1,0.0,1.0,10.0,high
2890,51.0,1,0.0,0.0,3.0,medium
2891,31.0,1,1.0,1.0,2.0,high
2892,49.0,0,1.0,0.0,3.0,medium
2895,29.0,1,1.0,0.0,5.0,medium
2896,39.0,0,0.0,0.0,5.0,medium
2898,60.0,0,0.0,1.0,6.0,high
2899,39.0,1,0.0,1.0,6.0,high
2902,42.0,1,0.0,1.0,5.0,high
2903,40.0,0,0.0,1.0,1.0,medium
2905,48.0,0,0.0,1.0,3.0,medium
2906,57.0,0,0.0,1.0,3.0,medium
2907,34.0,1,0.0,0.0,5.0,medium
2908,38.0,1,0.0,1.0,1.0,medium
2909,51.0,0,1.0,1.0,9.0,high
2910,33.0,1,0.0,0.0,1.0,medium
2911,52.0,0,0.0,0.0,5.0,medium
2912,41.0,1,0.0,0.0,5.0,medium
2914,42.0,0,1.0,1.0,9.0,high
2916,44.0,1,0.0,0.0,2.0,medium
2917,52.0,1,1.0,0.0,3.0,high
2918,30.0,1,0.0,1.0,9.0,medium
2919,41.0,0,0.0,1.0,1.0,medium
2920,45.0,1,0.0,0.0,7.0,high
2921,39.0,1,0.0,1.0,10.0,high
2922,47.0,1,0.0,1.0,4.0,high
2923,49.0,1,0.0,1.0,10.0,high
2924,44.0,1,1.0,1.0,5.0,high
2925,39.0,1,0.0,1.0,8.0,high
2926,44.0,1,0.0,0.0,4.0,medium
2927,57.0,0,0.0,1.0,6.0,medium
2929,48.0,1,1.0,0.0,4.0,high
2930,47.0,0,0.0,0.0,8.0,medium
2932,35.0,0,0.0,1.0,4.0,medium
2933,28.0,0,0.0,1.0,9.0,medium
2936,43.0,1,0.0,0.0,4.0,high
2938,33.0,1,0.0,0.0,6.0,medium
2939,38.0,0,0.0,1.0,9.0,medium
2940,27.0,0,0.0,1.0,8.0,medium
2941,33.0,1,1.0,0.0,5.0,high
2942,48.0,0,0.0,1.0,4.0,high
2944,34.0,1,0.0,1.0,2.0,medium
2946,50.0,0,0.0,0.0,10.0,high
2947,62.0,1,0.0,1.0,2.0,high
2949,47.0,1,1.0,0.0,4.0,high
2950,59.0,1,0.0,1.0,3.0,high
2952,45.0,0,0.0,0.0,2.0,medium
2956,40.0,1,0.0,1.0,7.0,high
2958,43.0,0,0.0,0.0,9.0,medium
2959,40.0,1,0.0,0.0,2.0,medium
2960,34.0,1,0.0,0.0,10.0,medium
2961,45.0,0,0.0,0.0,3.0,medium
2962,44.0,1,0.0,0.0,5.0,medium
2964,32.0,1,0.0,0.0,5.0,medium
2965,45.0,0,0.0,1.0,2.0,medium
2967,55.0,1,0.0,1.0,3.0,high
2968,28.0,1,1.0,1.0,5.0,high
2971,36.0,1,0.0,1.0,1.0,medium
2973,57.0,1,0.0,1.0,3.0,high
2974,35.0,1,0.0,0.0,7.0,medium
2975,37.0,1,0.0,1.0,10.0,medium
2976,40.0,1,0.0,0.0,6.0,medium
2978,45.0,1,0.0,1.0,8.0,high
2979,48.0,1,0.0,1.0,3.0,medium
2981,48.0,1,0.0,1.0,7.0,high
2982,57.0,1,0.0,1.0,3.0,high
2983,59.0,1,0.0,0.0,9.0,high
2985,39.0,1,0.0,1.0,4.0,medium
2986,51.0,1,0.0,1.0,9.0,high
2988,42.0,0,1.0,0.0,3.0,high
2989,36.0,1,1.0,1.0,4.0,high
2991,24.0,0,1.0,0.0,9.0,medium
2992,40.0,1,0.0,0.0,5.0,medium
2993,41.0,0,0.0,0.0,9.0,medium
2995,32.0,1,0.0,0.0,6.0,medium
2996,48.0,1,0.0,1.0,3.0,high
2997,51.0,0,1.0,1.0,4.0,high
2998,30.0,1,0.0,0.0,8.0,high
3000,34.0,0,0.0,1.0,4.0,medium
3001,41.0,1,0.0,1.0,7.0,high
3002,34.0,1,0.0,0.0,7.0,medium
3003,35.0,0,0.0,0.0,9.0,medium
3005,52.0,1,1.0,0.0,7.0,high
3008,41.0,1,0.0,0.0,6.0,medium
3009,40.0,1,0.0,1.0,10.0,high
3010,37.0,1,0.0,1.0,6.0,medium
3013,26.0,1,1.0,0.0,8.0,high
3014,36.0,1,0.0,0.0,2.0,medium
3016,31.0,1,0.0,0.0,9.0,high
3017,43.0,1,0.0,0.0,10.0,high
3018,64.0,1,1.0,1.0,3.0,high
3021,34.0,1,0.0,0.0,8.0,high
3023,33.0,1,0.0,1.0,7.0,high
3028,21.0,0,0.0,0.0,8.0,medium
3029,41.0,0,0.0,1.0,1.0,medium
3031,47.0,1,1.0,1.0,5.0,high
3032,39.0,1,0.0,0.0,10.0,medium
3033,36.0,1,0.0,0.0,6.0,medium
3034,29.0,1,0.0,0.0,2.0,medium
3036,35.0,1,0.0,1.0,5.0,high
3037,48.0,0,0.0,0.0,5.0,medium
3039,28.0,1,0.0,0.0,10.0,medium
3041,29.0,0,0.0,1.0,4.0,medium
3042,50.0,1,0.0,1.0,6.0,high
3043,35.0,0,0.0,1.0,3.0,medium
3044,44.0,0,0.0,0.0,7.0,high
3045,53.0,1,0.0,1.0,7.0,high
3046,51.0,0,0.0,1.0,6.0,high
3047,27.0,1,0.0,1.0,6.0,medium
3048,40.0,1,1.0,0.0,2.0,high
3049,42.0,1,1.0,0.0,1.0,high
3050,33.0,1,0.0,1.0,4.0,medium
3052,31.0,1,0.0,0.0,3.0,medium
3053,45.0,0,0.0,1.0,1.0,medium
3054,43.0,0,1.0,0.0,2.0,high
3055,29.0,1,0.0,1.0,1.0,medium
3056,68.0,1,1.0,0.0,3.0,high
3057,36.0,1,0.0,0.0,8.0,medium
3059,46.0,1,0.0,0.0,5.0,high
3060,44.0,1,0.0,1.0,4.0,high
3061,33.0,0,1.0,1.0,3.0,high
3062,54.0,1,1.0,1.0,3.0,high
3064,42.0,0,1.0,1.0,6.0,high
3065,43.0,1,0.0,0.0,9.0,high
3066,38.0,0,0.0,1.0,9.0,high
3067,34.0,1,0.0,1.0,7.0,high
3068,21.0,1,0.0,1.0,9.0,high
3069,44.0,1,0.0,1.0,7.0,high
3070,34.0,1,1.0,1.0,1.0,high
3071,32.0,1,0.0,1.0,4.0,medium
3073,47.0,1,1.0,0.0,3.0,high
3074,25.0,1,0.0,1.0,6.0,medium
3075,41.0,0,0.0,1.0,2.0,high
3076,52.0,1,0.0,1.0,6.0,high
3077,45.0,1,0.0,1.0,7.0,high
3078,40.0,1,0.0,0.0,3.0,medium
3079,39.0,1,0.0,1.0,2.0,medium
3082,30.0,1,1.0,0.0,2.0,medium
3083,17.0,1,0.0,0.0,10.0,medium
3085,35.0,1,1.0,0.0,6.0,high
3086,53.0,1,1.0,1.0,7.0,high
3087,33.0,0,0.0,1.0,3.0,medium
3088,31.0,0,1.0,0.0,9.0,high
3090,45.0,0,0.0,1.0,6.0,medium
3091,37.0,0,1.0,1.0,1.0,high
3092,44.0,1,0.0,1.0,9.0,high
3093,64.0,0,0.0,1.0,8.0,high
3094,51.0,1,0.0,0.0,7.0,high
3095,36.0,1,1.0,1.0,6.0,high
3096,46.0,0,1.0,0.0,1.0,high
3097,26.0,1,0.0,0.0,3.0,medium
3098,45.0,1,0.0,1.0,6.0,high
3099,31.0,1,0.0,0.0,9.0,medium
3102,42.0,1,1.0,1.0,9.0,high
3103,36.0,0,0.0,1.0,7.0,high
3104,36.0,0,0.0,0.0,4.0,medium
3105,64.0,1,0.0,0.0,5.0,high
3106,41.0,0,0.0,1.0,2.0,medium
3108,31.0,0,0.0,0.0,2.0,low
3109,38.0,1,0.0,0.0,5.0,medium
3110,37.0,1,0.0,0.0,6.0,medium
3111,46.0,1,1.0,0.0,9.0,high
3112,34.0,1,0.0,1.0,5.0,medium
3113,42.0,1,0.0,0.0,7.0,medium
3114,29.0,1,0.0,0.0,2.0,medium
3115,47.0,0,0.0,0.0,4.0,medium
3118,48.0,0,0.0,1.0,6.0,medium
3119,18.0,1,1.0,1.0,10.0,high
3120,51.0,1,0.0,1.0,10.0,high
3121,30.0,1,0.0,0.0,9.0,medium
3123,29.0,1,0.0,1.0,5.0,medium
3124,29.0,1,1.0,1.0,7.0,high
3125,49.0,1,1.0,0.0,4.0,high
3127,37.0,1,0.0,1.0,5.0,high
3128,31.0,1,1.0,0.0,9.0,high
3129,29.0,0,1.0,0.0,6.0,high
3133,45.0,1,0.0,0.0,6.0,high
3136,48.0,1,0.0,1.0,5.0,high
3137,48.0,1,0.0,0.0,2.0,medium
3138,42.0,1,0.0,1.0,3.0,high
3140,31.0,1,0.0,0.0,3.0,medium
3141,41.0,1,0.0,1.0,4.0,high
3144,48.0,1,0.0,1.0,4.0,high
3145,57.0,1,0.0,1.0,6.0,high
3146,47.0,1,0.0,0.0,4.0,high
3147,40.0,1,0.0,1.0,10.0,medium
3148,43.0,0,1.0,1.0,2.0,high
3149,35.0,1,0.0,0.0,1.0,medium
3150,40.0,1,0.0,1.0,2.0,medium
3151,39.0,1,0.0,0.0,8.0,high
3152,41.0,1,1.0,0.0,2.0,high
3153,44.0,0,0.0,1.0,9.0,high
3154,42.0,1,0.0,0.0,2.0,medium
3155,29.0,1,0.0,0.0,8.0,medium
3156,25.0,1,0.0,0.0,8.0,high
3157,42.0,1,0.0,1.0,8.0,high
3158,37.0,1,0.0,1.0,3.0,medium
3159,13.0,1,0.0,0.0,6.0,medium
3161,43.0,1,0.0,1.0,9.0,high
3164,19.0,1,1.0,0.0,2.0,medium
3165,40.0,1,0.0,0.0,5.0,medium
3166,31.0,1,0.0,1.0,5.0,medium
3167,40.0,1,1.0,0.0,10.0,high
3168,35.0,1,0.0,1.0,2.0,high
3169,35.0,1,0.0,1.0,5.0,medium
3171,52.0,0,0.0,0.0,9.0,high
3174,44.0,0,1.0,0.0,1.0,high
3175,25.0,1,0.0,0.0,6.0,medium
3176,48.0,1,0.0,0.0,2.0,medium
3177,57.0,0,1.0,0.0,1.0,high
3179,35.0,1,1.0,1.0,3.0,high
3180,45.0,0,0.0,1.0,7.0,high
3182,49.0,1,0.0,0.0,8.0,high
3183,29.0,0,0.0,0.0,5.0,medium
3184,48.0,1,0.0,0.0,5.0,medium
3185,54.0,1,0.0,1.0,7.0,high
3186,38.0,1,0.0,0.0,2.0,medium
3187,56.0,1,0.0,0.0,2.0,high
3189,43.0,1,0.0,0.0,9.0,high
3190,14.0,1,0.0,0.0,1.0,medium
3191,42.0,1,0.0,1.0,5.0,medium
3192,36.0,1,0.0,1.0,5.0,high
3193,42.0,0,0.0,0.0,3.0,medium
3194,25.0,1,0.0,1.0,3.0,medium
3195,50.0,0,1.0,0.0,3.0,medium
3196,44.0,1,0.0,0.0,1.0,medium
3197,48.0,1,0.0,0.0,9.0,medium
3199,56.0,1,0.0,1.0,10.0,high
3200,40.0,1,0.0,0.0,9.0,medium
3201,26.0,0,0.0,0.0,1.0,low
3202,39.0,0,1.0,1.0,3.0,medium
3203,37.0,1,0.0,0.0,6.0,high
3205,44.0,0,0.0,1.0,2.0,medium
3206,25.0,1,0.0,1.0,7.0,high
3207,31.0,0,1.0,1.0,3.0,high
3208,39.0,1,0.0,0.0,9.0,medium
3209,45.0,1,0.0,1.0,5.0,high
3210,39.0,1,0.0,0.0,10.0,high
3212,49.0,1,1.0,1.0,3.0,high
3213,46.0,0,0.0,0.0,4.0,medium
3214,51.0,0,1.0,1.0,7.0,high
3215,24.0,1,0.0,1.0,4.0,high
3216,41.0,0,1.0,1.0,6.0,high
3217,27.0,1,0.0,1.0,4.0,medium
3218,44.0,1,1.0,1.0,6.0,high
3219,44.0,1,0.0,1.0,8.0,high
3220,29.0,1,0.0,1.0,5.0,high
